InventoryID,StoreID,ProductID,StockQuantity,ReorderLevel,LastUpdated
391,1,66666,246,57,2025-10-15
392,4,190,372,60,2025-02-03
393,11,410,64,15,2024-12-30
394,9,408,233,40,2023-10-06
395,26,434,389,43,2022-08-14
396,27,148,115,24,2022-02-08
397,12,213,214,32,2024-07-11
398,28,339,264,31,2025-01-04
399,26,411,145,32,2024-04-29
400,9,306,183,43,2024-10-14
401,20,205,234,42,2024-09-19
402,11,290,166,21,2022-07-16
403,12,354,197,58,2025-10-06
404,26,264,199,32,2025-03-17
405,18,406,292,40,2023-02-26
406,15,46,437,58,2025-03-31
407,6,276,279,58,2025-06-08
408,2,132,266,59,2023-01-20
409,8,319,458,27,2024-09-04
410,30,382,385,57,2025-07-19
411,18,335,250,18,2025-04-04
412,12,166,382,42,2024-03-08
413,24,179,281,40,2023-05-04
414,17,207,376,29,2023-11-12
415,20,268,210,20,2022-05-07
416,3,159,263,28,2024-07-13
417,1,84,327,12,2023-07-26
418,8,269,3,13,2023-06-23
419,21,434,148,53,2025-03-15
420,25,432,320,22,2025-03-30
421,6,155,91,57,2024-08-12
422,10,402,460,26,2022-01-06
423,3,411,419,24,2023-01-07
424,26,138,339,35,2022-04-09
425,6,406,145,59,2022-01-03
426,19,26,25,23,2024-06-11
427,1,353,416,54,2024-10-30
428,8,433,27,42,2022-12-07
429,10,139,295,51,2023-10-24
430,10,429,313,51,2024-06-21
431,2,117,419,53,2025-06-27
432,24,409,481,37,2025-09-25
433,15,280,221,49,2024-08-29
434,18,383,469,11,2023-10-21
435,8,63,174,47,2023-10-01
436,18,242,213,22,2022-10-12
437,26,35,116,42,2023-02-26
438,8,116,460,54,2024-05-01
439,17,20,226,55,2022-06-22
440,29,327,476,14,2025-07-26
441,20,195,173,40,2025-09-12
442,25,385,87,22,2023-09-06
443,17,115,248,38,2024-07-05
444,24,240,346,43,2024-05-02
445,6,287,172,38,2022-02-12
446,6,450,269,47,2025-12-16
447,25,238,238,21,2025-10-28
448,11,373,372,13,2024-08-25
449,25,66666,126,25,2025-03-27
450,9,354,446,21,2022-05-14
451,18,254,29,43,2024-09-08
452,30,286,139,29,2024-07-28
453,18,13,49,27,2025-05-11
454,23,284,420,55,2024-04-21
455,4,347,468,39,2022-07-31
456,29,64,87,30,2025-07-22
457,9,22,227,14,2022-12-11
458,18,101,384,15,2022-04-10
459,10,433,456,33,2022-01-30
460,17,211,64,56,2024-05-15
461,20,394,422,21,2024-05-20
462,27,88,405,13,2025-04-08
463,22,51,383,25,2023-07-07
464,28,162,357,12,2024-08-11
465,29,304,289,26,2025-01-18
466,25,223,228,33,2022-12-22
467,13,355,23,56,2024-06-02
468,23,83,325,48,2024-12-18
469,6,254,67,41,2022-03-29
470,27,211,43,40,2022-12-02
471,7,87,217,32,2022-02-08
472,7,201,112,38,2022-11-21
473,13,341,223,16,2025-09-16
474,21,51,158,35,2025-05-18
475,16,392,259,22,2024-06-14
476,11,106,56,15,2024-06-23
477,4,28,485,19,2022-11-23
478,26,358,210,43,2023-03-03
479,7,79,307,14,2023-11-02
480,20,373,315,25,2025-02-10
481,27,9,52,46,2025-12-31
482,11,7,90,16,2024-09-26
483,6,447,394,50,2025-09-04
484,9,145,236,19,2023-03-19
485,24,13,-139,12,2022-11-09
486,28,325,73,51,2023-09-01
487,28,101,129,48,2025-07-27
488,9,217,483,36,2022-04-16
489,8,235,122,23,2023-05-20
490,29,443,165,55,2023-10-29
491,10,48,401,49,2025-10-18
492,17,50,200,10,2025-11-20
493,25,167,54,14,2022-03-10
494,7,187,151,38,2024-06-20
495,23,212,269,28,2024-12-23
496,13,349,169,16,2025-11-07
497,12,269,265,49,2025-09-28
498,25,230,489,13,2023-03-01
499,26,66666,121,51,2023-11-05
500,26,2,17,19,2024-03-06
501,12,368,43,15,2024-12-02
502,26,320,363,55,2025-12-06
503,22,244,209,54,2025-05-16
504,2,216,128,59,2024-03-16
505,28,403,5,42,2025-06-21
506,2,41,85,38,2025-07-05
507,28,7,142,24,2024-07-24
508,12,138,207,32,2025-07-23
509,16,272,427,40,2023-06-11
510,13,238,381,53,2024-03-10
511,4,360,86,11,2024-06-08
512,22,136,25,59,2023-04-03
513,5,390,188,55,2025-09-26
514,30,136,383,23,2025-03-25
515,13,377,76,40,2022-11-04
516,28,44,432,40,2023-04-28
517,30,292,425,41,2024-05-16
518,13,410,194,48,2023-03-06
519,11,198,263,18,2025-05-16
520,14,79,231,47,2023-09-05
521,11,204,242,36,2022-06-12
522,27,127,209,20,2023-06-03
523,21,146,-433,30,2023-08-27
524,29,154,173,58,2022-04-02
525,16,418,92,42,2024-09-08
526,3,238,418,23,2022-05-01
527,20,290,59,16,2022-01-04
528,5,224,305,47,2023-01-23
529,26,121,311,27,2023-01-19
530,7,332,119,51,2024-06-16
531,1,62,357,33,2022-11-28
532,28,100,131,60,2024-01-16
533,21,53,368,50,2022-12-15
534,6,382,278,60,2024-02-11
535,2,204,94,18,2025-10-25
536,20,72,46,51,2022-08-25
537,29,270,340,53,2023-03-05
538,30,345,478,19,2024-01-17
539,16,395,500,23,2024-07-19
540,19,375,203,22,2023-01-25
541,11,393,153,14,2023-11-13
542,6,17,225,40,2023-09-04
543,29,228,418,40,2024-01-13
544,20,436,131,12,2023-03-25
545,26,222,138,60,2023-02-07
546,12,401,294,14,2023-05-15
547,17,149,106,27,2022-08-04
548,30,74,357,30,2023-02-10
549,7,309,455,13,2022-08-16
550,11,169,122,27,2024-04-25
551,18,110,442,20,2025-08-09
552,21,321,307,32,2023-02-01
553,6,97,213,13,2022-05-27
554,3,416,256,29,2024-08-06
555,29,63,390,33,2024-08-08
556,22,203,113,50,2025-09-23
557,21,417,358,39,2022-12-25
558,6,35,164,20,2023-01-12
559,8,117,263,59,2025-10-27
560,1,220,487,24,2022-01-25
561,6,336,286,44,2023-09-12
562,28,171,438,24,2023-02-13
563,7,265,383,14,2024-10-20
564,25,152,412,55,2022-08-04
565,30,40,179,19,2022-02-21
566,13,278,234,56,2023-09-26
567,20,22,223,27,2023-04-25
568,10,4,185,27,2024-04-04
569,2,31,209,11,2023-02-27
570,15,239,167,33,2024-10-28
571,4,221,319,52,2024-07-09
572,3,185,288,31,2022-05-28
573,30,350,447,27,2022-06-02
574,26,450,241,32,2025-09-01
575,2,392,11,49,2025-12-29
576,20,130,64,24,2024-03-03
577,18,151,183,37,2023-11-10
578,12,305,260,41,2024-04-28
579,28,231,486,53,2023-10-26
580,28,390,109,55,2025-09-08
581,19,66666,9,22,2023-02-18
582,2,440,131,22,2022-12-19
583,28,199,359,25,2025-06-27
584,18,106,401,40,2022-10-25
585,22,416,315,23,2025-05-01
586,22,155,263,47,2025-07-15
587,23,413,111,50,2024-05-25
588,4,235,463,25,2025-04-27
589,26,349,412,13,2025-12-26
590,11,211,28,48,2024-04-19
591,15,307,243,50,2022-06-11
592,30,39,203,21,2022-04-17
593,14,309,174,52,2023-07-06
594,29,232,221,54,2023-03-22
595,15,350,175,18,2025-11-25
596,5,261,277,43,2022-06-04
597,10,343,63,12,2024-11-10
598,30,42,371,17,2024-02-19
599,22,421,2,28,2022-05-05
600,21,357,390,30,2022-07-04
601,1,210,385,42,2025-04-02
602,5,377,47,17,2024-03-25
603,17,231,274,20,2024-01-29
604,16,205,242,30,2025-01-30
605,4,362,360,20,2025-03-29
606,17,182,54,21,2024-07-08
607,16,60,482,41,2024-11-12
608,13,84,291,12,2025-07-03
609,7,321,15,29,2023-10-18
610,7,293,154,30,2022-02-18
611,5,193,453,37,2023-08-17
612,22,283,407,46,2024-06-12
613,20,175,63,13,2022-12-29
614,6,228,259,38,2024-03-08
615,9,19,185,52,2024-04-03
616,23,374,319,22,2024-10-13
617,7,247,489,59,2025-08-16
618,19,47,221,55,2022-11-18
619,25,47,377,51,2025-06-17
620,10,194,411,18,2024-12-22
621,3,371,91,24,2022-03-14
622,13,65,234,17,2023-04-04
623,4,24,490,19,2023-01-04
624,8,29,364,52,2025-09-20
625,26,32,128,44,2025-04-03
626,21,408,221,26,2023-07-30
627,10,286,169,24,2025-01-20
628,22,362,60,39,2023-10-17
629,6,235,209,22,2023-03-31
630,7,143,297,21,2025-12-06
631,22,364,345,60,2023-06-09
632,9,444,487,20,2025-05-21
633,25,122,136,14,2024-04-17
634,27,410,325,12,2022-08-28
635,7,344,148,52,2025-08-27
636,19,118,473,29,2023-07-16
637,15,323,441,39,2023-12-15
638,19,203,266,16,2023-12-21
639,25,400,392,18,2022-09-27
640,6,244,263,58,2025-09-19
641,26,332,26,55,2025-07-05
642,18,260,85,33,2023-06-03
643,13,385,404,40,2023-03-07
644,7,117,329,30,2025-11-02
645,13,253,52,40,2022-10-06
646,24,392,48,48,2023-05-21
647,4,46,178,10,2025-11-27
648,21,390,242,26,2024-09-02
649,3,242,132,39,2022-08-29
650,8,390,169,27,2022-05-28
651,9,418,120,21,2025-02-11
652,3,42,351,47,2024-03-30
653,28,423,235,31,2022-03-02
654,12,26,243,19,2023-06-01
655,23,314,372,51,2025-12-07
656,28,249,275,58,2022-10-29
657,26,282,82,20,2022-10-09
658,14,323,139,13,2025-03-14
659,16,125,334,13,2024-03-09
660,25,429,334,47,2023-03-12
661,10,57,172,57,2023-10-26
662,8,203,249,33,2023-12-25
663,9,2,332,11,2025-12-09
664,7,231,180,34,2024-12-11
665,2,388,225,29,2023-02-03
666,15,102,451,30,2024-04-19
667,30,164,421,49,2022-09-30
668,3,15,189,57,2024-02-21
669,10,396,447,59,2024-08-04
670,13,443,399,13,2024-08-05
671,3,55,285,17,2023-06-04
672,16,260,326,37,2022-12-27
673,19,331,73,35,2022-10-24
674,16,16,82,21,2023-06-08
675,15,413,408,17,2022-05-08
676,16,407,163,55,2022-11-12
677,26,19,200,12,2024-04-08
678,27,310,252,22,2022-02-26
679,6,181,199,45,2025-08-15
680,26,398,83,44,2024-12-05
681,18,337,389,15,2023-05-03
682,11,430,451,21,2024-05-27
683,16,33,310,34,2023-12-24
684,1,268,459,56,2025-01-28
685,9,337,414,32,2022-05-20
686,9,250,147,42,2022-04-12
687,20,449,292,49,2022-07-05
688,15,284,89,33,2025-05-25
689,30,219,482,49,2024-07-28
690,29,122,305,60,2023-08-02
691,1,29,207,50,2023-12-12
692,24,348,55,50,2023-07-27
693,24,383,296,22,2024-10-28
694,5,256,391,28,2023-10-01
695,22,115,94,29,2022-02-24
696,21,216,345,17,2025-08-07
697,20,169,194,14,2022-03-25
698,27,276,139,39,2022-12-18
699,24,259,361,51,2022-08-28
700,2,22,88,42,2023-01-09
701,12,393,24,35,2023-11-01
702,22,209,71,21,2025-03-18
703,17,365,391,38,2022-10-05
704,24,120,94,12,2024-01-31
705,21,5,238,19,2022-10-11
706,17,21,90,23,2022-05-27
707,10,408,220,48,2025-03-04
708,3,290,108,13,2023-11-04
709,23,273,300,60,2025-11-30
710,16,370,78,51,2024-12-27
711,6,175,427,37,2023-02-12
712,8,228,305,51,2022-09-22
713,8,57,-71,20,2025-06-29
714,24,330,458,60,2022-05-19
715,10,66666,391,26,2025-08-17
716,2,233,144,49,2024-09-18
717,23,365,-291,25,2025-01-10
718,13,100,273,35,2025-10-30
719,5,412,322,28,2023-05-20
720,2,198,431,55,2022-11-25
721,6,278,328,55,2023-02-01
722,30,146,309,41,2025-02-23
723,30,320,120,20,2024-06-14
724,15,214,377,60,2023-05-07
725,11,61,434,53,2023-01-24
726,18,15,63,20,2022-07-05
727,26,89,347,15,2025-01-14
728,25,32,111,26,2023-07-08
729,20,339,121,17,2023-12-31
730,25,128,135,52,2022-02-19
731,20,357,261,30,2023-06-16
732,4,132,380,28,2024-07-10
733,26,15,210,22,2025-05-31
734,27,275,376,42,2024-09-09
735,12,405,442,22,2025-07-31
736,22,83,451,14,2022-10-06
737,9,20,190,60,2023-12-11
738,28,24,82,46,2024-09-12
739,16,55,130,47,2023-07-10
740,2,272,456,48,2025-05-29
741,20,48,323,45,2022-06-30
742,15,115,152,45,2022-12-23
743,27,421,463,10,2022-06-09
744,21,346,91,18,2022-08-16
745,9,6,128,32,2023-06-06
746,10,212,192,49,2023-04-24
747,17,435,391,18,2023-01-31
748,13,265,268,38,2024-09-15
749,8,432,445,27,2024-05-19
750,24,347,313,31,2025-08-10
751,5,79,116,12,2022-01-25
752,21,225,289,40,2022-10-18
753,7,184,318,15,2025-10-28
754,20,353,307,26,2022-03-13
755,1,313,10,26,2025-06-30
756,22,111,266,31,2024-02-18
757,11,399,405,54,2023-11-26
758,5,406,371,26,2022-06-04
759,30,424,296,60,2024-08-05
760,3,307,422,27,2023-05-15
761,3,35,211,46,2022-05-03
762,28,373,488,16,2025-10-05
763,19,137,362,11,2023-09-11
764,27,120,359,50,2023-01-19
765,12,376,60,56,2024-03-12
766,26,330,333,60,2025-01-14
767,30,201,407,27,2025-04-28
768,8,50,176,25,2024-03-08
769,20,40,213,47,2024-05-13
770,1,233,187,53,2025-01-17
771,5,139,306,36,2025-09-26
772,23,398,19,42,2023-12-03
773,20,441,497,35,2025-03-19
774,7,359,180,30,2023-10-01
775,10,385,438,42,2023-08-15
776,7,103,101,54,2022-12-24
777,25,288,444,30,2022-09-05
778,5,385,117,50,2024-11-27
779,24,209,430,11,2025-09-06
780,22,75,242,50,2025-06-01
781,23,397,-136,28,2024-03-02
782,23,200,273,41,2024-01-16
783,1,172,162,42,2024-12-03
784,23,410,9,51,2022-01-31
785,13,406,206,47,2024-01-21
786,1,287,104,52,2025-06-15
787,29,386,311,60,2025-10-16
788,4,224,345,11,2024-08-29
789,8,64,160,38,2023-01-15
790,24,119,55,23,2023-11-25
791,5,175,57,10,2025-10-23
792,15,420,181,52,2023-08-20
793,10,414,119,36,2024-03-27
794,22,66666,312,23,2024-07-28
795,26,353,471,48,2024-05-16
796,20,251,334,48,2024-07-24
797,3,82,441,51,2022-07-24
798,15,271,494,37,2023-04-30
799,17,433,26,38,2022-10-21
800,11,168,290,17,2022-07-16
801,2,377,420,50,2022-05-14
802,27,337,95,43,2022-01-23
803,8,411,418,56,2025-10-25
804,16,340,431,47,2022-08-16
805,18,355,358,53,2025-02-20
806,16,50,265,36,2024-09-17
807,10,315,76,55,2023-08-15
808,26,85,419,10,2025-03-22
809,10,72,111,45,2025-08-14
810,11,419,307,40,2024-01-29
811,9,42,161,49,2024-08-12
812,7,414,472,48,2024-02-22
813,27,449,137,14,2022-08-29
814,30,243,364,23,2022-02-11
815,12,113,72,54,2022-12-27
816,9,391,192,20,2022-01-19
817,20,196,104,48,2022-09-19
818,17,397,244,24,2023-05-18
