OrderID,OrderDate,CustomerID,StoreID,EmployeeID,PromotionID,PaymentMethod,ShippingMethod,OrderStatus
97,2025-04-17,6592,17,202,NULL,Visa,"Next Day",Pending
98,2024-11-30,5267,26,306,NULL,Mastercard,Standard,Delivered
99,2022-08-31,860,2,15,NULL,"Apple Pay",Express,Packed
100,2024-09-12,4354,2,23,NULL,"Bank Transfer",Standard,Shipped
101,2022-05-27,575,9,97,NULL,"Bank Transfer","Next Day",Packed
102,2023-07-13,6110,3,35,NULL,"Bank Transfer",Express,Delivered
103,2025-05-16,1924,26,297,NULL,"Bank Transfer",Standard,Delivered
104,2023-10-13,4047,24,284,NULL,"Apple Pay",Standard,Shipped
105,2024-07-04,5055,30,350,15,"Bank Transfer","Next Day",Delivered
106,2024-12-07,2081,3,34,NULL,"Bank Transfer","Next Day",Cancelled
107,2025-05-31,103,10,118,NULL,"Apple Pay",Standard,Shipped
108,2025-02-01,1784,9,107,NULL,"Bank Transfer",Express,Delivered
109,2022-01-22,3817,23,271,NULL,"Apple Pay",Standard,Packed
110,2023-09-30,3875,7,77,NULL,Visa,Express,Shipped
111,2023-11-27,3682,3,33,NULL,PayPal,Express,Delivered
112,2022-05-03,740,9999,343,NULL,Mastercard,"Next Day",Packed
113,2024-04-08,7266,9,102,17,Visa,"Next Day",Delivered
114,2024-07-13,3983,8,92,NULL,"Apple Pay",Standard,Delivered
115,2025-06-09,3322,1,8,NULL,PayPal,"Next Day",Delivered
116,2025-11-07,991,14,162,NULL,PayPal,Standard,Delivered
117,2022-08-06,984,25,290,NULL,Mastercard,"Next Day",Delivered
118,2022-12-09,533,29,333,NULL,"Apple Pay",Express,Pending
119,2024-09-12,6191,3,30,NULL,PayPal,Standard,Delivered
120,2022-08-10,2340,4,37,NULL,"Bank Transfer",Standard,Delivered
121,2022-12-04,1556,9,103,NULL,PayPal,Express,Delivered
122,2024-06-04,7174,26,306,NULL,"Google Pay","Next Day",Delivered
123,2022-09-28,6000,24,275,NULL,"Apple Pay",Express,Pending
124,2025-03-22,2345,25,287,NULL,"Apple Pay",Standard,Packed
125,2025-07-12,2816,5,51,NULL,PayPal,Express,Delivered
126,NULL,2465,24,284,5,"Apple Pay","Next Day",Cancelled
127,2024-03-23,1325,13,146,NULL,Visa,Standard,Shipped
128,2025-04-18,3711,29,336,NULL,PayPal,Express,Delivered
129,2025-12-05,744,5,57,NULL,Mastercard,Express,Packed
130,2023-03-08,2117,3,30,NULL,"Google Pay",Standard,Delivered
131,2022-09-27,6110,24,280,NULL,"Google Pay",Standard,Delivered
132,2025-08-04,4081,9,102,NULL,PayPal,"Next Day",Delivered
133,2025-09-13,5158,5,59,NULL,Mastercard,Standard,Delivered
134,2022-11-17,5291,29,332,NULL,"Apple Pay",Express,Delivered
135,2023-11-06,3484,28,318,NULL,"Bank Transfer",Express,Pending
136,2024-12-01,6764,16,181,NULL,"Google Pay",Express,Shipped
137,2025-06-29,4280,8,86,21,"Bank Transfer",Standard,Returned
138,2022-09-26,7331,23,273,NULL,"Apple Pay",Standard,Packed
139,2024-09-20,1030,25,285,NULL,Mastercard,"Next Day",Delivered
140,2025-05-07,5133,21,245,NULL,PayPal,"Next Day",Cancelled
141,2024-04-22,999999,14,168,NULL,Visa,Express,Packed
142,2022-09-20,1832,19,220,NULL,"Google Pay",Standard,Delivered
143,2022-03-28,2283,18,209,NULL,PayPal,"Next Day",Delivered
144,2023-03-21,2024,9999,189,NULL,Visa,Express,Returned
145,2025-05-07,1591,21,245,NULL,"Apple Pay","Next Day",Cancelled
146,2022-04-14,5467,14,158,NULL,"Apple Pay",Express,Delivered
147,2022-01-25,5885,16,181,NULL,"Apple Pay",Express,Cancelled
148,2023-07-18,2393,13,148,NULL,"Bank Transfer","Next Day",Delivered
149,2022-05-17,2554,7,80,NULL,Mastercard,Standard,Shipped
150,2022-09-03,2417,8,89,NULL,Visa,"Next Day",Shipped
151,2022-03-06,3974,20,231,NULL,"Apple Pay","Next Day",Delivered
152,2024-03-09,446,20,231,NULL,Mastercard,Standard,Pending
153,2024-11-15,493,5,55,NULL,Mastercard,Express,Shipped
154,2023-10-12,651,29,334,NULL,Mastercard,Express,Delivered
155,2022-08-12,6114,6,71,NULL,"Apple Pay",Standard,Delivered
156,2023-06-12,2718,22,258,NULL,"Apple Pay",Standard,Delivered
157,NULL,3443,1,2,15,Visa,"Next Day",Returned
158,2025-11-05,6731,7,79,NULL,PayPal,Express,Delivered
159,2025-12-18,3054,2,24,NULL,"Google Pay",Express,Delivered
160,2022-12-18,3888,11,126,NULL,Visa,"Next Day",Delivered
161,2022-02-01,334,8,95,NULL,NULL,Standard,Shipped
162,2025-06-11,7361,3,25,23,"Google Pay",Express,Delivered
163,2025-10-11,5055,9,102,NULL,Visa,Express,Returned
164,2023-11-25,2437,23,268,NULL,Visa,"Next Day",Returned
165,2025-03-03,536,20,239,NULL,NULL,Standard,Delivered
166,2025-07-23,6360,16,192,NULL,"Apple Pay",Express,Shipped
167,2024-07-15,4068,27,314,NULL,Mastercard,Standard,Returned
168,2025-07-31,4975,10,120,NULL,Mastercard,Express,Delivered
169,2022-03-08,4881,15,174,NULL,Visa,"Next Day",Delivered
170,2023-03-04,531,13,147,NULL,"Bank Transfer",Standard,Shipped
171,2023-03-14,3495,18,213,NULL,Visa,Standard,Delivered
172,2022-07-29,3450,20,230,NULL,"Apple Pay","Next Day",Shipped
173,2025-09-14,3776,6,64,NULL,"Google Pay","Next Day",Delivered
174,2022-03-19,5443,24,282,NULL,Visa,Express,Delivered
175,2024-10-03,2082,9,106,NULL,"Bank Transfer",Express,Delivered
176,2022-05-31,1257,15,172,31,PayPal,"Next Day",Delivered
177,2023-07-17,2015,11,122,NULL,"Google Pay","Next Day",Delivered
178,2023-09-26,304,21,242,NULL,Visa,Standard,Shipped
179,NULL,7491,29,332,NULL,PayPal,Standard,Delivered
180,2024-03-02,4920,8,86,NULL,"Google Pay",Standard,Delivered
181,2024-03-27,3680,12,141,NULL,"Google Pay",Express,Returned
182,2023-05-23,867,25,295,NULL,"Bank Transfer","Next Day",Returned
183,2024-12-14,2786,20,234,14,Mastercard,Standard,Delivered
184,2022-09-13,5339,9,97,NULL,Mastercard,Standard,Delivered
185,2022-11-08,5088,14,167,NULL,PayPal,Standard,Delivered
186,2023-07-09,519,2,20,NULL,"Apple Pay",Standard,Delivered
187,2023-08-06,4375,22,260,NULL,Visa,"Next Day",Delivered
188,2022-11-24,5471,13,156,1,PayPal,Express,Delivered
189,2025-09-27,2927,10,120,NULL,"Apple Pay",Express,Delivered
190,2025-06-08,3201,28,323,NULL,"Bank Transfer",Express,Delivered
191,2022-07-12,3472,1,7,NULL,Visa,Standard,Delivered
192,2023-07-27,1332,19,88888,NULL,Mastercard,Standard,Delivered
193,2022-12-11,7454,18,207,NULL,"Apple Pay",Standard,Pending
194,2023-11-21,1407,20,234,NULL,Mastercard,Express,Delivered
195,2023-03-12,550,6,69,NULL,Visa,Express,Shipped
196,2024-01-07,6860,25,288,NULL,Visa,Express,Delivered
197,2025-10-04,3178,2,22,NULL,Visa,"Next Day",Pending
198,2023-08-10,7018,23,265,NULL,Mastercard,"Next Day",Delivered
199,2024-09-03,1499,20,232,NULL,"Google Pay",Standard,Delivered
200,2024-06-29,1009,13,153,15,Mastercard,Standard,Returned
201,2025-01-06,4607,27,310,NULL,"Bank Transfer",Standard,Cancelled
202,2022-05-14,4507,27,312,30,"Bank Transfer",Express,Cancelled
203,2024-12-20,3488,14,161,NULL,"Apple Pay","Next Day",Delivered
204,2025-11-15,192,15,177,NULL,Visa,"Next Day",Shipped
205,2024-07-08,5068,15,172,NULL,"Apple Pay",Standard,Shipped
206,2023-04-01,2938,13,146,NULL,"Apple Pay",Express,Delivered
207,2024-10-03,5383,26,303,NULL,Visa,Standard,Cancelled
208,2024-11-27,2571,5,50,NULL,"Bank Transfer","Next Day",Delivered
209,2024-09-09,5348,2,21,NULL,Mastercard,Standard,Delivered
210,2022-08-31,898,20,240,NULL,Mastercard,Standard,Shipped
211,2025-12-04,5908,10,111,NULL,Mastercard,Standard,Delivered
212,2025-11-23,7345,20,233,NULL,"Google Pay",Express,Shipped
213,2023-10-07,3934,5,53,NULL,Mastercard,"Next Day",Delivered
214,2024-06-27,302,20,237,15,Mastercard,Standard,Delivered
215,2022-04-05,5568,6,71,NULL,PayPal,Express,Delivered
216,2025-12-15,5213,26,300,20,PayPal,Express,Packed
217,2025-05-26,7341,17,202,NULL,Visa,Express,Packed
218,2024-08-14,3044,21,247,NULL,PayPal,Express,Delivered
219,2025-02-02,6264,19,219,NULL,Visa,Express,Delivered
220,2022-10-31,396,6,70,NULL,PayPal,"Next Day",Delivered
221,2023-05-07,7130,10,119,NULL,"Google Pay","Next Day",Delivered
222,2022-12-22,1816,24,274,NULL,Mastercard,Express,Pending
223,2024-06-29,2983,21,247,NULL,Visa,Standard,Shipped
224,2022-06-25,183,8,94,NULL,Visa,Standard,Packed
225,2025-08-29,4376,12,137,22,Mastercard,Express,Pending
226,2023-11-27,5112,10,118,7,"Apple Pay",Standard,Delivered
227,2023-11-12,3694,1,4,NULL,Visa,Standard,Cancelled
228,2022-07-10,3293,5,59,NULL,PayPal,Standard,Delivered
229,2024-10-25,4872,21,249,NULL,"Bank Transfer","Next Day",Shipped
230,2025-05-23,2036,20,237,NULL,Mastercard,Standard,Delivered
231,2024-08-07,1521,2,21,NULL,Mastercard,Standard,Delivered
232,2022-12-18,1166,30,341,2,"Apple Pay",Standard,Shipped
233,2025-03-28,5256,20,239,NULL,"Apple Pay","Next Day",Delivered
234,2022-08-29,7286,17,197,4,"Bank Transfer",Express,Returned
235,2025-06-07,3578,18,205,NULL,"Bank Transfer",Express,Delivered
236,2024-06-11,1851,24,284,NULL,Visa,Express,Delivered
237,2023-04-04,7302,21,241,NULL,"Bank Transfer","Next Day",Delivered
238,2024-02-10,5618,23,263,38,"Google Pay",Express,Delivered
239,2024-08-06,4157,21,244,NULL,Visa,Standard,Delivered
240,2023-01-26,1662,29,332,NULL,Mastercard,"Next Day",Delivered
241,2025-06-30,3109,7,79,21,"Bank Transfer","Next Day",Cancelled
242,2023-10-01,6879,27,315,NULL,"Google Pay","Next Day",Delivered
243,2025-08-23,5937,28,318,NULL,Mastercard,"Next Day",Delivered
244,2025-06-17,4796,26,299,NULL,Visa,"Next Day",Delivered
245,2022-07-03,5096,5,49,3,Mastercard,Express,Delivered
246,2024-08-30,5674,23,263,16,"Bank Transfer","Next Day",Delivered
247,2023-05-12,539,23,264,NULL,"Google Pay",Express,Delivered
248,2025-01-12,541,27,315,NULL,"Bank Transfer",Express,Delivered
249,2024-04-10,283,8,88,17,"Bank Transfer",Standard,Returned
250,2023-11-25,1087,21,251,7,Visa,"Next Day",Delivered
251,2025-08-28,172,10,114,22,PayPal,Express,Delivered
252,2022-05-06,7458,2,24,NULL,PayPal,"Next Day",Shipped
253,2024-05-06,254,16,185,NULL,"Apple Pay",Standard,Shipped
254,2023-06-08,5773,17,194,NULL,Visa,"Next Day",Packed
255,2022-03-28,745,7,84,NULL,"Google Pay",Express,Delivered
256,2025-01-11,2363,14,157,NULL,Visa,Standard,Delivered
257,2024-05-14,6528,16,182,NULL,Mastercard,Express,Pending
258,2025-08-26,999999,12,141,22,Mastercard,"Next Day",Delivered
259,2024-07-02,4017,16,183,15,"Bank Transfer","Next Day",Delivered
260,2023-06-19,3288,21,246,NULL,NULL,"Next Day",Delivered
261,2025-12-13,2484,14,167,20,PayPal,Express,Packed
262,2022-07-23,7242,17,195,NULL,"Bank Transfer",Standard,Shipped
263,2022-04-28,5647,5,57,NULL,"Google Pay","Next Day",Delivered
264,2024-12-11,7111,12,142,14,"Apple Pay","Next Day",Packed
265,2023-07-29,3595,24,279,NULL,"Bank Transfer",Express,Pending
266,2023-07-18,5266,8,87,NULL,"Bank Transfer",Standard,Shipped
267,2025-08-04,5761,7,77,NULL,"Google Pay",Standard,Returned
268,2023-06-07,4939,5,52,NULL,"Google Pay",Express,Delivered
269,2025-08-17,2120,8,90,NULL,"Bank Transfer",Standard,Delivered
270,2024-08-26,1216,22,253,16,PayPal,"Next Day",Delivered
271,2023-06-09,5227,14,161,NULL,Visa,Express,Delivered
272,2022-05-10,104,29,335,NULL,"Apple Pay",Express,Cancelled
273,2022-12-20,2427,8,93,NULL,"Apple Pay",Standard,Delivered
274,2025-11-30,46,9,106,NULL,"Bank Transfer",Standard,Shipped
275,2023-09-09,5302,23,272,NULL,"Apple Pay",Standard,Cancelled
276,2022-09-13,6342,24,284,NULL,"Bank Transfer","Next Day",Pending
277,2023-04-20,5256,28,321,NULL,Visa,Express,Shipped
278,2025-09-03,802,11,125,NULL,"Apple Pay",Standard,Delivered
279,2022-09-20,6959,23,273,NULL,"Apple Pay",Express,Shipped
280,2025-03-15,4246,1,10,NULL,"Bank Transfer","Next Day",Delivered
281,2022-08-12,88,29,339,NULL,"Apple Pay",Express,Delivered
282,2025-11-26,1318,2,17,NULL,"Bank Transfer",Standard,Shipped
283,2024-03-19,3742,12,134,NULL,"Google Pay",Standard,Returned
284,2022-04-11,6493,16,189,NULL,PayPal,"Next Day",Delivered
285,2025-10-19,1722,14,168,NULL,"Bank Transfer",Standard,Delivered
286,2023-07-14,5030,17,194,NULL,PayPal,"Next Day",Delivered
287,2024-12-10,504,9,101,NULL,Visa,Standard,Delivered
288,2024-03-07,5529,30,346,NULL,PayPal,"Next Day",Delivered
289,2022-06-25,4318,4,40,32,Mastercard,Express,Shipped
290,2022-07-11,6362,7,75,NULL,Visa,"Next Day",Delivered
291,2022-09-03,1852,16,191,NULL,Mastercard,Express,Cancelled
292,2022-09-14,2412,21,247,NULL,"Google Pay","Next Day",Delivered
293,2022-04-28,6969,25,292,NULL,Mastercard,Express,Returned
294,2022-04-18,3491,13,155,NULL,"Bank Transfer",Standard,Shipped
295,2025-11-19,2933,1,12,NULL,Mastercard,"Next Day",Delivered
296,2022-06-24,999999,11,128,NULL,"Bank Transfer",Standard,Cancelled
297,2024-01-26,2484,29,334,NULL,"Apple Pay",Standard,Delivered
298,2022-07-26,6423,27,316,NULL,NULL,"Next Day",Delivered
299,2022-11-28,1719,21,250,1,Visa,"Next Day",Delivered
300,2025-02-08,1170,9,106,NULL,NULL,Standard,Returned
301,2025-11-01,1709,15,174,NULL,"Apple Pay","Next Day",Delivered
302,2023-12-02,6401,20,240,NULL,Visa,"Next Day",Packed
303,2022-01-17,1617,26,306,NULL,"Apple Pay","Next Day",Delivered
304,2025-12-29,3593,17,194,NULL,"Bank Transfer",Standard,Packed
305,2022-04-19,6776,4,41,NULL,Mastercard,Express,Shipped
306,2023-08-18,7418,18,205,NULL,Mastercard,"Next Day",Shipped
307,2024-04-03,4912,8,92,NULL,"Bank Transfer",Standard,Delivered
308,2025-08-22,4609,27,312,NULL,"Apple Pay","Next Day",Delivered
309,2025-06-02,3431,27,314,NULL,"Bank Transfer",Standard,Delivered
310,2024-07-15,234,21,246,NULL,Visa,"Next Day",Delivered
311,2023-09-02,770,22,257,NULL,"Google Pay",Express,Shipped
312,2025-06-16,5123,25,287,21,Mastercard,Express,Delivered
313,2025-07-27,3888,28,328,NULL,"Google Pay","Next Day",Returned
314,2025-07-30,2802,30,343,NULL,"Apple Pay",Express,Packed
315,2024-11-30,6781,2,17,NULL,"Apple Pay",Express,Delivered
316,2022-07-02,2825,17,197,NULL,Mastercard,"Next Day",Shipped
317,2023-04-21,2598,26,297,NULL,"Bank Transfer",Express,Delivered
318,2023-12-13,3268,19,227,8,"Bank Transfer","Next Day",Delivered
319,2024-01-16,2461,18,214,NULL,Visa,Standard,Delivered
320,2025-06-14,5391,7,80,NULL,Visa,"Next Day",Packed
321,2022-12-15,5135,20,235,NULL,"Bank Transfer","Next Day",Cancelled
322,2024-09-19,324,20,239,NULL,"Bank Transfer","Next Day",Shipped
323,2023-08-02,1486,21,243,NULL,Visa,Express,Returned
324,2025-03-10,7143,4,47,NULL,Mastercard,Express,Packed
325,2022-11-14,1514,23,267,NULL,"Apple Pay",Standard,Delivered
326,2023-12-07,4738,1,7,NULL,Visa,Express,Packed
327,2022-07-09,6339,17,193,NULL,"Apple Pay","Next Day",Cancelled
328,2022-11-27,116,30,346,NULL,"Bank Transfer",Express,Pending
329,2025-10-26,3895,19,227,NULL,"Apple Pay","Next Day",Delivered
330,2023-05-22,7339,3,35,NULL,Mastercard,"Next Day",Delivered
331,2025-08-24,7033,14,157,22,NULL,Standard,Delivered
332,2024-03-08,5893,5,56,NULL,NULL,Standard,Shipped
333,2022-04-03,2998,24,276,NULL,"Bank Transfer","Next Day",Cancelled
334,2025-04-11,691,28,320,NULL,PayPal,"Next Day",Packed
335,2022-04-26,7291,23,270,NULL,PayPal,Standard,Returned
336,2025-06-07,3187,2,13,23,PayPal,Express,Returned
337,2022-01-27,6840,20,231,NULL,"Apple Pay","Next Day",Delivered
338,2024-10-06,5962,11,126,NULL,"Apple Pay",Express,Cancelled
339,2022-09-21,957,6,63,NULL,PayPal,"Next Day",Delivered
340,2023-06-26,6375,21,247,NULL,"Apple Pay",Express,Returned
341,2025-11-22,497,19,222,NULL,"Google Pay","Next Day",Returned
342,2023-12-14,6810,26,305,8,Mastercard,"Next Day",Delivered
343,2024-09-10,2017,19,223,NULL,"Apple Pay",Express,Cancelled
344,2024-12-17,1920,13,154,NULL,"Apple Pay",Express,Cancelled
345,2022-07-16,3462,1,6,NULL,Mastercard,"Next Day",Returned
346,2025-06-21,6650,29,329,21,"Google Pay",Standard,Delivered
347,2025-09-18,7486,28,326,NULL,"Apple Pay",Express,Packed
348,2022-09-09,6533,3,33,NULL,"Apple Pay",Standard,Returned
349,2024-04-16,472,24,277,NULL,"Bank Transfer",Express,Shipped
350,2023-03-25,4804,23,266,NULL,Visa,Express,Shipped
351,2024-12-17,2910,18,206,NULL,Visa,Standard,Delivered
352,2022-03-15,7251,19,225,NULL,"Google Pay",Express,Shipped
353,2024-02-07,1576,17,202,38,Visa,Standard,Cancelled
354,2025-04-10,2941,10,114,NULL,"Apple Pay","Next Day",Delivered
355,2024-12-12,4041,8,85,NULL,PayPal,Standard,Delivered
356,2022-07-14,999999,21,248,NULL,PayPal,"Next Day",Delivered
357,2025-06-14,169,12,137,NULL,Visa,Standard,Delivered
358,2022-12-15,4647,28,327,NULL,Mastercard,Express,Returned
359,2025-05-07,3661,9,103,NULL,"Google Pay","Next Day",Delivered
360,2023-12-25,3099,9,97,8,Visa,Standard,Delivered
361,2022-09-14,5781,2,21,NULL,"Apple Pay",Express,Delivered
362,2024-12-12,983,28,327,NULL,"Bank Transfer",Standard,Delivered
363,2025-05-07,736,11,130,NULL,"Bank Transfer","Next Day",Delivered
364,2024-11-19,3039,6,68,NULL,Mastercard,"Next Day",Delivered
365,2025-11-28,2884,6,61,NULL,Visa,"Next Day",Delivered
366,2023-01-19,4206,27,307,NULL,"Bank Transfer","Next Day",Cancelled
367,2022-12-13,2603,25,292,2,Visa,Standard,Cancelled
368,2022-09-01,3615,24,278,NULL,"Bank Transfer",Standard,Shipped
369,2024-04-04,1017,11,126,NULL,PayPal,Express,Delivered
370,2023-09-03,1173,6,68,NULL,"Bank Transfer",Standard,Shipped
371,2023-07-12,1286,23,266,NULL,Mastercard,Standard,Pending
372,2023-11-26,1145,28,323,NULL,"Apple Pay",Standard,Delivered
373,2023-03-09,3706,27,307,NULL,PayPal,Express,Delivered
374,2022-01-13,1170,16,182,NULL,PayPal,Standard,Returned
375,2023-12-03,4534,2,15,NULL,Mastercard,Express,Delivered
376,2023-03-11,1276,9,103,NULL,Visa,Express,Pending
377,2023-11-20,1375,27,311,NULL,PayPal,Express,Delivered
378,2025-10-15,936,11,128,NULL,Mastercard,"Next Day",Delivered
379,2022-10-15,4588,21,251,NULL,"Apple Pay",Express,Delivered
380,2024-08-15,3540,9,100,NULL,PayPal,Standard,Delivered
381,2024-08-26,471,4,43,16,"Bank Transfer",Express,Delivered
382,2023-03-21,4160,21,241,NULL,PayPal,"Next Day",Delivered
383,2023-12-02,4314,15,169,NULL,PayPal,Standard,Delivered
384,2025-12-01,999999,14,157,NULL,PayPal,"Next Day",Delivered
385,2023-06-25,1888,5,51,NULL,"Bank Transfer",Standard,Delivered
386,2024-11-27,7286,20,230,NULL,"Google Pay","Next Day",Shipped
387,2025-06-22,5018,25,289,21,"Bank Transfer","Next Day",Pending
388,2023-07-17,1658,26,299,NULL,Visa,Standard,Cancelled
389,2025-12-16,5912,24,282,NULL,Visa,"Next Day",Delivered
390,2024-08-03,7083,11,125,NULL,"Apple Pay",Standard,Delivered
391,2024-01-04,5452,14,164,NULL,PayPal,Standard,Delivered
392,2024-11-28,4710,19,222,13,"Google Pay",Standard,Delivered
393,2023-10-06,585,17,200,NULL,Visa,Express,Returned
394,2024-11-27,7112,8,90,NULL,"Apple Pay","Next Day",Returned
395,2023-03-09,883,29,329,NULL,"Bank Transfer",Express,Shipped
